,clusters
22095,5
29875,9
36889,10
42645,0
41014,4
1606,2
17631,0
16662,2
21347,14
27189,9
41065,9
12930,11
621,11
21546,10
44734,5
16435,10
15643,3
8697,7
9836,10
35072,1
25461,0
5434,3
40343,6
20257,2
42202,5
26808,10
34977,7
43881,7
6595,2
6764,11
24329,14
1200,5
25455,3
37248,15
22860,12
11827,10
5151,3
10700,14
6047,13
13988,7
26273,6
44269,10
18280,2
36061,7
2329,2
43266,11
48985,4
12281,11
16886,5
14708,2
8847,1
3858,1
23261,5
6580,12
35311,4
21452,13
38325,9
48361,3
21802,15
44043,1
27353,0
48184,8
14157,15
5205,15
40126,12
22123,4
22783,3
14528,12
1935,11
29237,2
27480,3
38881,11
2346,15
11083,15
12850,11
20964,1
9602,1
5494,15
48532,10
37731,7
72,10
42364,5
32638,10
28520,2
41499,12
41635,2
46349,13
41383,10
40069,6
26904,11
48412,4
14787,15
3524,11
970,15
48526,9
14039,14
20519,4
24917,15
24155,9
8157,13
14775,15
30791,7
22816,10
541,11
34641,10
7313,7
34751,14
30263,2
44087,10
35087,10
23910,10
29987,9
47623,5
40083,11
48334,13
47987,2
12497,10
2657,7
37614,11
18531,11
13180,8
20447,15
11465,8
24255,10
10368,14
48080,7
2728,5
28328,7
37846,6
22336,13
9637,3
4634,5
25581,11
25722,5
29592,15
19644,5
18567,7
7189,6
37483,10
19865,11
13048,10
42765,1
28599,11
22198,6
16321,3
32930,3
641,5
16579,10
43338,5
11145,0
27432,11
27073,11
38711,10
777,4
13284,11
18634,15
13656,11
13172,7
31277,3
38709,2
41755,6
22479,4
43769,10
23868,11
26670,11
10619,11
48835,13
46546,5
46810,10
44398,10
10488,3
38115,10
45900,15
12673,2
34372,9
29122,3
40219,3
17396,13
16342,15
10178,15
10962,10
38489,3
42019,11
379,2
25049,5
38750,8
29006,5
4383,14
15434,11
10076,4
47266,12
39356,10
12997,15
25508,8
38483,3
46166,6
28408,7
17562,7
3732,0
41091,10
10072,5
2377,3
14101,12
14367,10
8860,5
46731,2
16006,15
29065,15
10453,11
41657,1
47845,11
28230,14
24772,11
10645,12
24617,0
10427,7
13042,5
45047,11
34865,3
7021,9
22735,2
49031,12
10590,9
1703,12
26810,10
43457,11
48582,7
34282,15
30475,0
25520,11
30567,8
31689,8
42112,7
22452,3
1594,0
22764,15
23948,11
23466,4
20582,7
45315,10
11168,5
26701,10
33041,13
37311,11
39954,15
471,5
8987,11
23988,8
4576,2
29051,13
48645,6
48492,13
1829,10
32451,8
24583,5
44295,12
33460,0
27706,10
11268,2
47791,15
6796,11
45000,6
16211,3
2302,13
19807,7
3251,4
3170,14
37374,10
17635,7
5384,6
11663,2
40462,2
48409,11
28,14
35241,3
21319,10
16095,5
33954,0
8276,11
47517,6
5071,3
29872,2
22610,7
27764,15
16908,12
7875,4
47231,5
39229,15
19851,2
17516,11
32075,5
23747,9
45057,11
38690,1
8613,5
27369,7
45043,5
25843,5
10062,13
20306,5
16345,1
2546,7
17842,11
3707,15
18093,5
1389,12
21348,7
44820,13
18665,2
202,7
28427,11
48391,15
10066,11
16323,11
47591,15
35012,11
14971,6
120,3
795,11
8152,1
8121,14
7201,11
32549,12
22283,5
15110,8
23969,10
8397,3
24447,3
44806,1
6233,1
47052,11
619,4
43856,10
37608,11
48521,2
16656,15
18881,5
20334,5
34186,11
35736,6
39147,11
23754,7
24732,11
44225,7
18973,7
41423,15
49431,4
41396,8
3996,6
15977,6
49550,12
23072,10
32537,5
14096,6
10848,3
48597,7
37548,11
821,6
5468,5
12555,10
14931,3
2085,10
19116,6
7809,8
43164,4
43615,15
10302,9
35364,11
17662,2
45261,3
7058,11
6943,11
39028,7
1235,2
16325,11
32473,11
1404,3
7556,4
2545,6
28087,11
35639,10
49208,1
34414,5
37964,6
46282,11
36247,7
32583,6
1524,12
31874,13
23779,2
20711,11
2811,12
28432,10
28908,11
5503,15
25511,8
22307,3
45103,11
39752,1
33306,8
18038,10
7084,10
26820,5
30244,6
13481,7
33364,11
3760,10
44482,3
28992,10
46022,12
27212,11
16114,8
9272,9
8834,1
47804,5
41369,15
974,12
35702,15
31274,4
35714,3
8124,10
4184,15
5219,7
23453,4
37436,2
29734,10
11632,12
2041,1
12875,11
6897,14
33822,7
20623,7
26070,9
18849,6
25253,4
35850,12
19775,0
17391,7
48052,14
2293,10
3962,10
39050,13
16165,4
29266,4
16697,3
31215,15
13050,10
4208,5
28379,9
8005,5
41459,2
34156,11
41796,2
13607,10
43488,3
19715,7
8007,5
13762,5
30755,2
12975,11
35448,6
48269,15
30557,5
6994,10
46239,4
48063,10
18731,7
12568,12
3069,9
29041,15
5107,5
41519,10
15564,11
42426,10
23584,8
45023,10
7324,3
26719,8
40994,4
21167,3
46549,13
4815,3
32791,5
2989,14
9854,5
16822,5
18842,5
47447,7
17281,11
4670,5
9314,7
47993,12
1541,3
28466,11
19929,7
29115,11
33173,0
3563,3
23853,3
45672,0
36436,10
45819,11
10350,5
38541,1
29709,9
28452,11
33524,5
19478,15
20784,5
26233,12
15814,8
34476,5
437,6
28768,11
27624,4
23902,11
36513,11
32454,3
16058,9
25281,10
48602,4
1217,10
30503,5
11430,12
23145,4
18740,2
30520,9
16680,13
42558,11
20496,11
20273,3
24467,14
5203,5
21299,3
47238,8
20173,12
8211,15
48100,10
10501,9
42975,9
29338,11
24913,11
18617,14
27638,3
721,7
39564,10
10370,9
39879,11
33699,15
6864,11
40718,14
5081,15
47860,3
42747,10
31988,6
24842,3
44761,3
13978,11
3908,11
43774,7
44655,11
27484,2
21755,7
4980,2
7438,13
5594,3
32663,3
988,9
31474,10
33561,14
19060,6
8194,3
15079,0
28587,10
32898,7
44311,11
17412,4
15766,5
47322,13
47906,5
20232,14
35401,12
24037,5
14655,5
6487,11
16028,10
11043,0
48268,5
38178,7
24088,15
45226,11
5793,5
2862,5
49276,2
16894,13
27283,15
28449,7
22457,12
20535,6
45984,11
18699,11
42541,10
8125,11
45697,6
27254,7
38218,13
34254,11
15342,10
16005,11
10087,1
16905,3
41158,11
14060,15
16452,2
6318,11
33762,11
40931,11
26001,15
39286,10
11373,14
4366,11
25119,6
42823,5
39232,12
4449,7
48090,12
14993,0
6707,15
27033,5
37925,10
27722,9
4741,14
38480,10
37913,10
22264,5
45671,0
21022,4
6995,6
6278,3
27718,14
34769,13
12703,10
5074,10
44543,11
36228,4
18226,2
4085,14
23306,11
16102,5
31763,5
2123,12
39700,10
40377,7
5388,12
41281,3
28275,5
48206,5
12036,12
26240,4
532,13
29925,3
38320,12
15824,11
24644,13
28540,7
48775,5
26621,7
11068,9
8662,15
14957,0
39139,7
4898,4
7570,7
47484,5
419,4
7464,11
2227,6
36962,8
38724,10
16492,14
7050,3
44566,3
3530,5
18325,5
6827,0
32413,8
12189,15
28697,11
2828,1
42522,5
4727,12
12140,13
36747,10
36648,3
26501,10
967,5
11121,11
12591,11
13902,5
23723,7
2287,1
13338,5
42855,3
9821,7
11617,4
23028,11
7110,8
44986,13
4735,6
24567,11
29787,11
6246,1
36980,1
32891,6
27988,4
46842,14
22441,10
31403,8
25182,12
14827,15
6971,1
40409,11
8383,11
39637,3
1979,7
37112,7
27777,7
16626,5
5762,5
2004,14
39084,4
41537,10
48447,10
8497,2
44556,12
44890,10
7553,10
13665,15
4922,10
46767,6
14797,5
3699,3
45191,12
11979,3
14091,0
12034,3
37943,10
5254,10
199,4
29206,10
22266,2
20704,15
29880,3
16277,9
45118,15
32168,11
40743,1
590,3
14246,5
28273,12
20670,3
10282,11
10421,0
36788,7
11581,7
31137,11
35121,10
39316,1
16284,4
22117,13
36937,10
42583,3
18228,7
45772,5
41365,1
11631,7
27898,3
7500,15
5547,15
22208,2
19959,5
24603,11
6028,11
11204,4
26909,13
41754,2
41186,1
38700,3
28113,7
37848,12
39309,15
11873,12
22734,7
32187,5
38082,15
48445,3
26922,10
9982,11
34845,1
15965,12
37156,3
25720,15
29314,13
11470,7
37438,12
12764,11
48363,1
26673,10
7960,1
3575,15
18604,5
26440,8
15348,15
47478,5
27372,0
24546,13
44188,3
48121,8
26490,10
4278,14
46869,10
22486,11
43762,1
31966,4
19853,2
17653,5
43317,13
11391,10
2076,10
15304,11
35464,1
47658,4
40770,10
49034,10
23211,15
11103,13
40242,11
47080,4
40263,11
31662,10
17935,4
10034,7
16089,15
43229,3
5800,9
9156,6
14766,7
18264,15
2765,7
1547,4
44264,6
46669,10
27568,2
39692,8
3916,3
46207,10
20866,11
977,10
22065,2
20773,13
46710,11
1679,1
16185,15
43714,10
7741,14
3463,2
39528,9
13416,15
22881,3
4969,10
1190,1
15247,7
6615,15
25988,10
1116,4
46034,10
11458,3
28836,10
45848,11
41464,7
1578,7
31722,3
42713,5
37317,10
34423,5
3620,7
34943,14
25324,10
20723,11
31826,11
5848,7
15627,13
41303,11
48369,11
9792,8
6862,4
31516,13
5578,11
16404,8
4720,10
11006,8
6395,14
5784,0
41866,14
36017,3
1072,12
29590,11
6331,3
25796,15
46412,15
46947,10
12936,5
16141,10
44383,1
23350,14
18931,15
15023,11
27572,0
4983,0
17077,4
11911,2
25752,8
9941,14
32242,2
6088,5
27983,12
49396,15
34049,6
21806,6
36097,10
35017,3
45965,3
41357,11
49009,11
1310,8
14784,0
909,15
21614,5
31166,12
33886,5
23062,4
16222,12
21386,5
25440,5
5017,11
1612,11
47936,11
41425,11
40318,15
43872,10
7363,10
20836,13
6348,1
18974,11
34128,10
4147,9
6711,11
32762,12
28386,1
30098,6
28326,14
37857,10
33080,11
6814,10
27890,11
2764,5
33386,11
25003,3
31391,3
2049,7
43377,4
10703,2
18068,3
42227,0
33718,11
17445,12
2556,7
42433,7
20410,11
27687,2
1370,11
21097,6
34829,6
1487,7
41352,2
3266,10
43947,8
35441,11
39363,2
9309,15
45711,3
13062,15
23322,8
35981,11
5120,5
24839,7
38702,8
26718,10
5425,3
24173,11
44510,1
28348,5
1851,13
36217,11
46077,5
25285,4
10639,11
29245,12
34622,4
13446,2
32115,5
9749,7
5963,7
17443,15
16726,7
38891,7
42983,14
38151,15
39439,7
46438,4
7282,4
32068,10
9695,7
33705,8
13447,10
2494,13
33469,3
25227,15
36002,8
46937,15
13894,0
37218,10
23591,3
42392,14
1219,7
18783,7
27973,8
40466,11
20156,15
46149,5
46636,1
43140,15
31830,0
35023,13
5194,7
3331,10
28108,2
48068,13
46475,5
26394,5
35347,13
4902,10
2303,13
39986,12
38243,15
178,5
20890,0
8230,15
36933,10
35689,14
11262,11
9907,6
35424,1
38241,3
37868,11
20683,10
23190,11
41676,12
42985,11
38462,1
47460,13
660,14
18213,2
17386,13
27810,10
12322,11
48788,15
32642,5
23838,14
2411,10
37458,5
27132,6
12827,10
21684,15
6635,13
13536,13
2164,14
26302,7
1015,9
21027,11
35226,10
5538,12
32095,5
49040,7
10468,14
34032,3
13766,3
22111,10
44063,11
16414,10
18143,10
702,5
28180,6
12834,5
5271,0
44666,10
23060,2
29781,15
18086,11
44134,11
3804,7
41437,6
2710,10
34562,10
18841,11
26913,12
32145,8
33015,5
16206,10
23636,11
25794,9
13354,3
32004,5
32681,6
15112,1
8875,10
36551,6
5514,12
29679,6
7290,14
40421,9
3135,5
29346,7
32555,15
43215,3
5809,3
47213,11
37271,13
8891,15
29968,10
44626,7
26385,15
42902,3
47375,3
15828,12
24998,13
20995,8
40541,3
41432,10
43083,10
10516,6
35662,9
49224,3
17492,9
42084,0
1509,2
25265,5
23184,8
44452,11
43897,5
9086,15
3342,3
39850,5
41318,10
1320,1
38345,4
9158,14
29558,11
38490,1
6861,1
32770,11
9287,1
14028,5
24892,15
16420,10
41448,8
43560,4
6915,11
5914,10
30122,2
37230,10
29247,0
35664,6
44610,5
7336,11
2351,15
9101,5
16778,11
5004,3
20208,10
34968,3
44315,10
30245,7
43382,6
635,1
28575,10
293,5
13307,6
15899,8
46513,11
14209,13
20200,13
43865,11
46588,11
30414,5
34137,13
24356,11
43946,10
16748,5
28114,7
26912,8
32883,3
24724,5
42901,4
14036,11
15402,0
25822,0
16526,10
16007,11
4010,11
36514,13
622,1
41230,1
32688,0
30502,15
8814,7
41752,7
25023,10
48665,3
24740,11
16658,14
32899,9
42065,12
37429,10
35972,12
33787,5
10763,11
45466,10
47058,8
41747,6
41774,10
9673,4
32758,7
28254,0
30712,15
12342,12
46151,6
22609,13
27936,13
44902,15
19240,5
30078,15
3091,1
15674,13
10221,10
47507,14
45632,10
39532,5
46313,7
47944,10
19556,6
40599,10
32384,11
39235,11
65,0
2491,3
43561,1
4427,11
43098,14
7216,11
31752,5
15565,6
16332,3
17943,0
42069,15
42078,11
19639,8
47867,7
47270,5
46877,12
14444,13
45568,11
6210,11
3202,15
9029,0
148,2
18953,2
5779,10
2054,1
8934,15
13644,5
44864,14
11595,11
31611,4
42893,9
41522,11
31148,7
33558,0
33688,6
38596,7
28621,3
22183,10
43695,10
24514,5
20753,10
350,14
16945,15
47161,6
8845,11
44817,14
40012,9
39796,14
3123,5
15601,12
40959,2
17691,6
30171,2
27338,4
1240,14
9072,15
15724,10
17168,14
32159,10
34089,8
23111,13
18868,11
29088,5
27808,15
26220,5
43319,3
19873,15
17132,8
2215,4
9497,5
47421,12
32740,15
15563,11
19728,13
3657,15
36385,10
49589,10
28720,3
23903,3
13473,12
19096,15
45799,5
18196,7
7294,7
44574,14
28008,7
29243,14
17407,11
47815,3
13494,13
32377,8
17506,0
3,10
26770,2
45985,15
40073,10
39086,10
31783,3
743,0
37817,10
47427,15
4559,7
13992,6
47969,13
48893,6
14125,5
31543,7
42636,3
37361,11
47294,6
3675,15
19984,10
13348,11
47630,2
9623,15
9357,10
32298,8
6939,2
26996,7
44088,3
28835,12
26643,13
25768,8
5873,7
17716,2
2816,15
43030,10
28491,0
45067,6
9590,15
49529,10
32059,14
34639,11
9768,3
23388,0
8684,0
22253,6
17439,5
12980,13
7653,2
3932,11
13457,15
37619,15
3780,0
46127,12
12106,10
3510,15
17290,11
11011,12
46285,13
44939,15
20051,10
46956,11
26050,10
34906,11
14893,6
28451,15
43079,11
38111,13
12923,7
11486,15
45059,8
24623,7
23701,2
37341,15
14568,10
44109,5
25633,11
23377,3
32091,11
42654,11
15886,3
10486,11
37312,1
38797,10
43582,4
25356,11
35581,10
43785,8
26012,8
22662,5
29341,2
16096,13
21141,2
32411,6
19162,6
38890,12
40636,11
27647,14
37168,6
19301,0
29523,6
48612,0
48910,10
21216,11
2636,14
3418,12
6820,4
35652,1
1403,11
39240,3
16611,5
8882,14
36460,7
43746,13
9459,3
30946,7
14158,4
17467,15
16421,6
29142,3
3489,15
43486,6
26087,12
28595,15
29574,7
38166,3
5304,10
28897,10
48182,12
9408,11
36876,13
25075,9
42193,0
31040,8
4259,12
35947,10
19866,10
17954,15
14666,0
42062,5
3583,3
15439,6
1347,0
16009,5
14987,5
19163,9
36916,3
36106,8
3970,8
7853,11
28320,15
25784,7
10817,7
16771,11
40001,8
31928,15
18899,0
3576,12
12594,11
6782,11
43,1
36232,10
7382,6
20511,1
5661,10
5697,7
48721,1
13011,10
5419,1
45062,2
39632,10
39781,2
37185,12
31881,10
41874,15
1430,7
6469,10
10608,15
37888,10
41669,4
6181,11
38911,11
7505,5
40974,7
16433,10
9431,11
5712,9
42130,14
28565,11
16369,3
16987,13
44612,7
14114,11
46381,15
14057,12
36812,8
2108,12
7479,13
10345,11
49109,1
23952,2
49086,11
7171,1
13131,11
38603,0
25896,15
5526,8
34527,6
36329,12
12520,11
16236,5
8373,5
34258,5
16481,5
27969,15
12717,11
4620,15
11653,5
35101,3
24659,11
4713,13
19306,5
39867,3
9435,6
26795,13
29702,11
11901,11
40322,13
14399,5
29554,7
49527,11
14322,15
5621,10
29688,11
19787,13
27090,11
47048,7
47290,5
24080,14
34240,15
10825,3
36334,11
17836,9
29544,12
26433,7
13741,15
17306,10
19499,6
16503,13
9503,11
13112,8
33235,6
44992,13
34194,15
18408,10
298,5
5543,5
36301,9
32154,4
23582,0
41331,1
39828,11
10721,11
17519,5
1194,11
31278,5
1100,14
11862,11
13266,11
23699,2
31990,8
3310,0
28221,6
2269,10
33434,10
31121,13
32991,15
34443,5
32872,3
10689,2
44582,11
10816,4
42766,1
3851,0
22356,10
7004,11
11886,3
6203,11
36943,7
20660,5
21632,3
12183,5
33715,5
44539,11
20634,6
7266,6
37716,11
47432,11
16572,10
6387,10
37690,9
8598,11
43484,15
24823,5
8880,7
21994,8
28127,3
16379,5
45586,12
1766,10
15015,3
48028,11
44521,8
6766,15
42368,10
48230,11
46615,15
17556,10
15069,6
2199,8
42072,14
10878,6
31472,0
34717,10
12731,13
4027,6
6476,13
24605,13
36211,11
36308,10
14910,11
15581,12
27582,10
43689,12
785,15
35255,11
27113,13
23666,8
49406,3
33149,5
10329,10
10790,10
1704,9
30696,6
42469,2
13380,15
21104,10
43808,8
2630,0
39380,13
36613,13
33559,0
24581,15
27733,15
47071,15
3555,4
28671,15
36606,10
22037,3
12665,8
29308,6
47114,6
21688,11
10145,10
32781,8
27976,9
36348,11
33943,10
37181,3
17563,6
48812,9
19560,5
46866,11
14381,10
470,14
4593,15
43294,10
12219,4
2445,12
25397,11
8559,13
15307,5
33063,9
43118,10
33507,11
2916,5
18458,3
43954,11
38300,11
32996,2
3263,10
766,7
6398,10
16776,6
28289,11
36352,6
12803,13
33226,7
5190,15
32239,6
34917,1
13145,3
27871,7
40459,10
45784,1
796,10
33717,4
28295,15
46352,13
19436,11
31179,5
15093,0
48776,6
2264,10
5662,8
23488,10
16240,13
28226,7
4643,12
3042,0
4569,3
6032,10
47279,6
21296,3
37760,15
11660,11
16608,2
11123,8
26191,6
13877,4
9843,10
19582,2
29958,14
27947,5
45525,12
5311,5
17291,6
15347,8
37132,15
32505,3
36893,11
4970,2
38939,8
46344,10
9736,8
47772,4
9152,4
8832,7
644,0
38095,5
47499,7
45502,10
39803,15
28602,0
32269,9
33914,12
5910,10
49194,5
14911,5
36855,1
17905,5
15799,9
2978,5
46332,12
47685,3
45072,10
17038,2
18995,4
37518,6
38100,1
21819,3
1831,8
1749,10
10664,11
41395,3
10609,7
5307,3
38668,13
35825,11
23752,11
34134,0
21873,13
5335,11
34048,10
8499,11
43307,13
12941,14
37206,3
26557,2
34018,10
30459,2
34057,10
27747,9
8107,15
26033,4
33888,12
26478,10
10414,11
30077,5
8645,3
11930,7
48014,11
46182,14
2705,11
14696,10
42739,1
4589,10
33564,8
6734,11
22233,2
37677,14
38094,13
3559,1
20120,12
25012,5
32813,12
44972,12
40925,14
10322,11
16597,6
42031,7
6644,15
43890,15
46969,11
484,10
2306,10
6310,15
11240,5
19660,4
42475,9
40633,5
32896,5
33687,6
44049,13
41125,13
18606,8
38985,1
35857,8
10552,15
21693,5
13125,8
45276,11
5634,13
3070,15
30444,7
28817,2
24655,11
45375,11
2855,10
44477,0
6363,0
37134,3
15343,10
45353,13
12839,7
2534,11
22265,0
23959,13
24115,15
12332,7
28354,15
35984,3
48800,5
30504,6
35555,11
1422,8
3828,3
23255,12
32058,5
17390,11
10550,15
23429,15
24034,5
15840,11
30341,6
4036,3
46931,12
27691,11
18087,2
42740,1
45941,12
31607,5
16924,5
4677,4
29911,15
7495,5
39978,11
42075,7
45858,11
1336,14
24703,8
37047,3
21705,0
9366,5
36603,3
18195,11
20787,3
37105,7
11656,11
18690,9
42399,5
45763,11
2946,14
37270,12
6975,0
38938,12
29010,3
19151,11
34285,5
45293,11
3605,2
9965,12
20667,9
42868,1
41709,11
33171,11
8884,14
40813,2
17169,0
9517,10
20381,11
1482,9
9974,15
24691,0
18733,4
6275,11
40234,9
43913,3
6805,10
47506,10
7526,5
13098,5
31159,11
39010,5
30127,8
12133,15
8492,3
25892,1
8113,15
6077,11
49118,11
8355,11
49260,11
34972,15
37497,3
45512,8
21647,14
49584,15
42843,6
37262,15
28950,10
31710,10
35051,13
15238,11
13521,8
44590,11
33684,11
4773,13
32453,5
31576,13
37775,6
20650,9
43784,9
22670,11
7662,5
33543,3
49427,10
31098,11
14321,6
8327,14
24787,15
6969,10
25640,15
39708,11
41485,6
38924,7
21295,2
18288,8
35650,6
39102,3
24888,15
29106,4
7614,10
45351,1
15890,13
47720,11
18274,11
9224,1
23875,1
5710,5
14815,10
30304,14
11743,3
33072,11
40161,11
5431,11
3894,5
7949,4
41447,8
18306,11
33378,11
2042,14
2180,12
16409,12
21044,11
19159,12
42900,5
48185,3
25547,1
17346,3
28471,14
26246,14
2026,7
32257,10
16929,0
41064,9
39009,4
35942,7
43556,10
43634,3
15492,5
3764,11
7751,0
39736,7
43425,5
31916,4
31700,5
16269,6
46188,6
7087,11
38109,10
21639,10
10531,15
26989,15
15971,15
44179,5
48364,11
22876,6
19762,8
13676,0
552,0
30355,10
37646,10
36602,15
4447,6
7666,7
38406,11
41920,12
17669,0
41548,2
32966,11
48810,11
30436,2
7821,11
5061,10
709,10
34396,11
36548,10
31795,2
48671,3
14086,12
12577,15
39359,8
19726,5
19538,11
45025,6
20722,13
46529,1
44247,15
36179,12
11711,11
17822,14
19590,12
29579,8
45385,0
3507,8
4466,10
5632,5
39787,11
31695,9
9656,1
14924,5
28028,8
37204,11
41681,15
40211,15
18949,7
27017,2
30185,11
5735,11
34636,9
5274,11
42982,10
23496,1
1607,3
8197,14
27493,1
2364,11
11701,6
20236,5
42092,15
12710,11
9502,14
40957,4
5322,2
9766,0
13984,10
48272,11
6757,5
41430,5
16693,7
46302,5
17667,5
16331,11
41025,1
48895,12
12014,11
4607,5
32190,12
43744,1
23735,3
46208,2
8593,11
3260,15
15495,0
22100,5
29202,9
10573,5
24614,5
3214,15
30200,0
21371,15
30578,6
22191,3
1785,1
22230,2
34836,7
7170,10
43841,2
25501,5
7488,10
6728,5
14736,11
43146,15
12498,2
35476,11
40742,8
10432,4
48061,13
27192,7
31871,3
30205,10
6723,11
41968,3
33950,11
4979,10
9991,6
8483,2
31070,7
16419,12
8855,11
20827,6
48505,11
11331,3
45075,7
15317,5
36828,10
27885,4
5266,10
15838,5
7953,2
14880,10
22546,10
46723,11
18112,10
15986,6
47269,4
32533,11
15790,5
46716,5
44031,11
47225,10
36350,10
26135,15
27738,0
35243,9
6581,10
34369,7
37612,7
9081,7
20291,4
8577,11
45678,12
36,4
43807,10
32961,0
23002,2
44627,0
19156,5
14476,2
4256,5
16064,11
29289,7
27375,11
19012,5
20418,15
48869,1
5883,14
6361,3
45123,3
47738,10
41571,14
9576,11
44164,5
4956,3
2362,11
20463,12
42264,15
17481,11
26743,10
27279,8
43982,10
12845,3
28357,11
12411,11
23506,11
43703,11
22328,6
8998,8
31819,1
15933,13
37589,14
16578,11
44489,14
27209,15
19723,11
6417,11
18890,6
24270,11
49498,9
11705,0
34998,6
49044,3
4468,10
29788,5
17425,10
29926,15
40548,5
35550,3
38474,13
35485,6
5508,3
19192,0
16514,6
7408,10
37485,10
34182,15
29296,13
23214,3
22470,10
28667,11
39738,11
34256,2
36936,10
1981,7
44847,12
37141,3
17066,9
9098,11
8671,3
33417,12
23624,5
34113,7
38221,5
6347,8
6024,5
38000,5
9864,5
27694,10
19390,5
43379,11
40388,4
45979,6
45131,13
28306,11
32858,8
24598,9
37501,4
46594,15
33760,9
6624,13
27961,11
27485,0
31658,7
16925,2
34227,5
7342,7
35025,1
35861,4
41587,9
15473,5
47176,6
42665,1
47723,10
22614,11
33210,11
16515,5
11956,0
37676,2
15284,11
37151,10
38699,3
7407,7
12985,13
37728,10
2143,15
35351,1
31494,15
14328,15
10005,13
6613,10
35354,0
3465,1
18251,5
47435,7
41935,1
25453,4
4180,6
33781,10
14695,11
37993,15
43764,11
6158,10
42659,3
22301,14
33150,11
41465,2
34996,3
40777,14
12885,15
2920,10
35760,1
20552,7
14509,15
34157,3
33806,2
22099,11
9053,1
3783,7
9559,10
35324,5
8627,6
6912,13
8098,9
12817,12
19840,12
42271,12
22803,8
13425,15
274,7
11462,5
45675,15
21284,11
41810,11
40967,6
39669,2
14486,8
38173,3
2654,5
7513,0
28711,0
49497,8
3491,15
44642,9
27632,0
28588,8
48987,12
29979,5
27766,13
27410,3
4854,11
5516,10
31762,4
5753,15
47587,5
11950,9
33753,13
22564,0
30560,14
46650,1
17364,10
46460,11
20597,12
36961,15
42139,11
12119,13
30045,6
5739,5
9456,6
31413,2
41598,0
20094,5
35007,3
28590,5
36546,2
32850,11
44681,0
46270,6
30448,5
25398,12
20494,7
41191,14
15420,3
33070,2
1727,9
38249,1
45574,3
15478,11
43280,7
28441,10
26815,14
47664,0
21986,6
8986,15
38641,0
21641,2
29823,11
41608,0
47707,13
10116,15
9540,13
29246,15
12913,2
41165,15
37758,12
608,1
1237,11
21439,12
26051,10
21340,8
42209,10
38472,1
40600,11
23369,2
38160,11
38219,10
14235,3
441,5
7069,6
40092,3
154,4
45644,4
45582,7
6900,7
41980,10
44570,1
45213,3
45975,15
27319,11
11978,11
23570,11
28298,9
47072,1
23219,7
29780,6
3549,9
1949,12
22327,2
2890,10
41808,3
42684,10
46358,3
39746,15
29814,12
35207,8
47020,2
3777,7
40213,2
33744,5
2792,5
11259,11
20520,10
23233,15
27599,13
13813,10
3068,14
38381,5
49466,7
13944,7
15203,2
2785,11
2073,10
34316,12
11858,11
15748,5
44360,7
42839,3
43358,11
15615,11
5050,10
18624,8
3836,0
7262,5
38762,5
4158,15
45214,11
3619,5
24500,9
15354,0
12111,13
33611,6
26201,0
11469,12
30426,11
14194,15
11732,5
5855,3
22590,15
12304,12
49399,15
41595,12
41641,10
45449,5
42934,7
47586,11
34095,11
26978,14
35277,0
9415,0
3867,11
37969,10
38503,6
33461,8
44493,6
11034,4
29179,10
17697,15
44380,11
7847,11
31753,15
28362,7
10423,11
39111,7
36443,3
23738,11
4982,15
17244,4
14541,10
19653,6
8803,4
40356,7
12502,14
33039,8
16234,8
1040,11
46839,1
36742,5
24597,13
38973,1
39859,15
38328,5
19792,5
3372,13
98,14
33377,3
33344,5
25434,10
40293,1
28551,15
28737,5
13966,3
19976,2
11471,15
4299,12
33151,10
23706,15
3881,1
29899,0
39422,15
34591,6
20389,5
19891,0
19501,4
43277,11
35043,6
9745,1
28333,7
36854,11
43370,7
29274,0
4270,15
47250,2
21350,1
49369,2
1255,14
40597,12
36887,7
11955,5
14903,8
20732,14
550,7
7825,11
11425,6
14044,5
13365,5
42735,2
46562,7
24938,6
32199,11
14160,8
43429,10
12650,11
19024,14
8050,3
38586,10
23395,4
27230,15
34102,5
14914,11
10746,1
38441,6
42126,7
28916,10
25678,3
33482,15
44068,12
1013,0
5472,13
30749,9
33472,13
23746,5
29939,11
43850,8
48095,5
27608,8
13052,15
26241,9
26499,9
24313,5
6538,10
5145,11
14081,14
31930,5
13888,10
8635,7
8980,15
44756,6
35070,0
34487,11
3997,3
45081,12
206,13
39481,7
25583,9
38059,11
49163,3
8415,11
31772,7
6496,5
45014,10
27032,7
36741,2
31464,7
32704,8
20812,13
27148,7
24915,8
15287,12
37069,14
5853,11
5750,11
40058,10
28639,15
45465,11
11958,4
35290,10
39164,7
22787,3
7830,5
9385,5
10636,11
2406,15
37364,4
13202,15
42104,5
2934,5
22013,7
37333,10
2915,3
41166,5
43209,15
20276,7
12386,3
488,1
30852,6
35044,3
47522,3
2514,12
9323,0
24493,15
8835,11
33887,5
48313,7
6690,10
21948,0
8663,6
30928,8
13735,6
9177,11
15059,13
19729,11
34555,7
40325,6
24556,3
36331,3
28853,0
26460,9
48737,11
46638,10
25066,13
8753,12
44271,3
35477,11
41977,4
4107,5
35985,3
478,9
39845,1
37816,10
23074,15
7839,0
41055,8
1918,6
38306,13
33475,14
21345,8
20620,13
20962,14
35047,12
19889,0
46902,10
18825,12
10443,14
28044,11
2714,12
17823,13
43359,10
28714,10
23202,15
38106,3
13121,6
40538,10
13719,15
7172,5
7300,6
